Datum,Umsatz,Warengruppe_1,Warengruppe_2,Warengruppe_3,Warengruppe_4,Warengruppe_5,Warengruppe_6,Temp_Very_Cold,Temp_Cold,Temp_Mild,Temp_Warm,Temp_Hot,Cloud_Clear,Cloud_Partly_Cloudy,Cloud_Cloudy,Wind_Light,Wind_Moderate,Wind_Strong,Weather_Good,Weather_Light_Issues,Weather_Moderate,Weather_Severe,KielerWoche,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,VPI,Number_of_ships,Ship,Heimspiel,Feiertag,is_holiday,Weihnachtsmarkt,Markt,Ostertag,Silvester,wetter_sehr_schön,wetter_sehr_schlecht
2018-02-24,129.618921959432,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.644,0.0,0,0,0,0,0,0,0,0,0,1
2018-02-25,174.509606028217,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.644,0.0,0,0,0,0,0,0,0,0,0,1
2018-02-26,62.7194880720277,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.644,0.0,0,0,0,0,0,0,0,0,0,1
2018-02-27,80.0520282741354,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.644,0.0,0,0,0,0,0,0,0,0,0,1
2018-02-28,87.4021453051197,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.644,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-01,97.7527293828083,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-02,105.959362504739,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-03,117.066174787235,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.746,0.0,0,1,0,0,0,0,0,0,0,1
2018-03-04,152.846041550908,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-05,89.9828037804588,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-06,109.14348273407,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.746,2.0,1,0,0,0,0,0,0,0,0,0
2018-03-07,58.9899135287265,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.746,1.0,1,0,0,0,0,0,0,0,0,1
2018-03-08,83.2089936207836,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-09,97.9229466419983,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-10,147.422385237539,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-11,152.278241164361,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-12,110.915535990158,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-13,102.435536654286,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-14,105.0879511471,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-15,118.743106582071,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-16,110.064680058323,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.746,0.0,0,1,0,0,0,0,0,0,0,1
2018-03-17,171.650294233054,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-18,218.278423946226,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-19,111.562496126809,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-20,135.147672004628,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-21,120.866245259918,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-22,81.2345737319614,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-23,98.8346334805017,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-24,154.110947275411,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-25,208.866499162987,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-26,113.584723945565,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-27,134.758232554012,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,0
2018-03-28,142.200717815043,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.746,0.0,0,0,0,0,0,0,0,0,0,1
2018-03-29,266.201304515727,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.746,0.0,0,0,0,1,0,0,1,0,0,0
2018-03-31,320.93474056584,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.746,0.0,0,0,0,1,0,0,1,0,0,0
2018-04-01,197.338187512788,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.78,0.0,0,0,1,1,0,0,0,0,0,0
2018-04-02,177.680679602538,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.78,0.0,0,0,1,1,0,0,0,0,0,0
2018-04-03,134.195889670285,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,0
2018-04-04,149.720896578779,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,0
2018-04-05,130.1869039827,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.78,2.0,1,0,0,1,0,0,0,0,0,0
2018-04-06,89.1787904729072,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.78,1.0,1,0,0,1,0,0,0,0,0,0
2018-04-07,159.814274148038,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.78,0.0,0,1,0,1,0,0,0,0,0,0
2018-04-08,168.643369475226,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.78,2.0,1,0,0,1,0,0,0,0,0,0
2018-04-09,125.791596759514,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,0
2018-04-10,84.0497181533496,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,1
2018-04-11,68.0245101155979,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,1
2018-04-12,116.462621342462,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,0
2018-04-13,116.896382935008,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.78,0.0,0,0,0,1,0,0,0,0,0,1
2018-04-14,161.090096394738,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.78,0.0,0,0,0,0,0,1,0,0,0,0
2018-04-15,186.885741611071,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.78,1.0,1,0,0,0,0,1,0,0,0,0
2018-04-16,105.949717840042,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.78,0.0,0,0,0,0,0,1,0,0,0,1
2018-04-17,86.2289874951019,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.78,0.0,0,0,0,0,0,1,0,0,0,0
2018-04-18,107.558608889038,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.78,0.0,0,0,0,0,0,1,0,0,0,0
2018-04-19,103.383705990961,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.78,0.0,0,0,0,0,0,1,0,0,0,0
2018-04-20,106.920285015064,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.78,0.0,0,0,0,0,0,1,0,0,1,0
2018-04-21,176.417147453327,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.78,0.0,0,0,0,0,0,1,0,0,0,0
2018-04-22,199.765079950102,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.78,1.0,1,0,0,0,0,1,0,0,0,0
2018-04-23,101.819986447604,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.78,0.0,0,1,0,0,0,0,0,0,0,0
2018-04-24,85.091875213209,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.78,0.0,0,0,0,0,0,0,0,0,0,1
2018-04-25,93.3246428158012,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.78,0.0,0,0,0,0,0,0,0,0,0,1
2018-04-26,122.068213454324,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.78,1.0,1,0,0,0,0,0,0,0,0,0
2018-04-27,112.291104909384,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.78,1.0,1,0,0,0,0,0,0,0,0,0
2018-04-28,137.327350130029,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.78,2.0,1,0,0,0,0,0,0,0,0,0
2018-04-29,179.139454299962,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.78,2.0,1,0,0,0,0,0,0,0,0,0
2018-04-30,127.919448209593,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.78,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-02,133.16692373125,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-03,118.845410091562,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-04,114.107429476625,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-05,152.122844865004,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.915,2.0,1,0,0,0,0,0,0,0,0,0
2018-05-06,204.554039945282,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-07,149.514220844308,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-08,178.326054614077,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-09,150.040549196134,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,1,0
2018-05-10,213.620643844729,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.915,0.0,0,0,1,0,0,0,0,0,0,1
2018-05-11,239.477710150464,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-12,287.096782778773,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-13,283.683773802826,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.915,2.0,1,1,0,0,0,0,0,0,0,0
2018-05-14,109.487563951608,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-15,128.242788342459,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-16,117.19208049046,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-17,143.116719553358,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.915,2.0,1,0,0,0,0,0,0,0,0,0
2018-05-18,128.828507929134,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-19,223.624171765277,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.915,4.0,1,0,0,0,0,0,0,0,0,0
2018-05-20,305.100783157298,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.915,1.0,1,0,1,0,0,0,0,0,0,0
2018-05-22,191.073379157625,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-23,169.755098557206,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-24,211.514459288962,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-25,247.21864973227,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-26,311.407509119781,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.915,1.0,1,0,0,0,0,0,0,0,0,0
2018-05-27,311.204724522649,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.915,2.0,1,0,0,0,0,0,0,0,0,0
2018-05-28,162.439462643652,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,0,0
2018-05-29,158.651320049942,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.915,2.0,1,0,0,0,0,0,0,0,0,0
2018-05-30,160.3217968442,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.915,0.0,0,0,0,0,0,0,0,0,1,0
2018-05-31,146.549349936418,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.915,2.0,1,0,0,0,0,0,0,0,0,0
2018-06-01,196.04793646865,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-02,258.202812224251,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.932,0.0,0,0,0,0,0,0,0,0,1,0
2018-06-03,275.442535237438,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-04,143.940547738714,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,0,0
2018-06-05,104.71280919176,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-06,143.24052446027,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,1,0
2018-06-07,140.663759746983,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.932,3.0,1,0,0,0,0,0,0,0,1,0
2018-06-08,164.132119777067,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.932,0.0,0,0,0,0,0,0,0,0,1,0
2018-06-09,258.693422948001,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.932,1.0,1,0,0,0,0,0,0,0,1,0
2018-06-10,215.850855030174,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.932,2.0,1,0,0,0,0,0,0,0,0,0
2018-06-11,131.376484326556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-12,121.491725263723,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-13,107.792959647247,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-14,107.136270934862,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-15,149.625140704425,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-16,249.755999609154,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.932,2.0,1,0,0,0,0,0,0,0,0,1
2018-06-17,301.987694387114,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.932,3.0,1,0,0,0,0,0,0,0,0,0
2018-06-18,183.905575463908,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-19,167.94911352995,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,0,0
2018-06-20,178.485146197655,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-21,165.510528887169,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,1
2018-06-22,205.270413262478,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-23,339.700511154661,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.932,3.0,1,0,0,0,0,0,0,0,0,0
2018-06-24,312.533160106558,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.932,2.0,1,0,0,0,0,0,0,0,0,0
2018-06-25,124.50607695454,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,0,0
2018-06-26,187.471226496696,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,0,0
2018-06-27,176.520124844737,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.932,1.0,1,0,0,0,0,0,0,0,1,0
2018-06-28,172.553305766358,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.932,0.0,0,0,0,0,0,0,0,0,1,0
2018-06-29,181.430705919947,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.932,0.0,0,0,0,0,0,0,0,0,0,0
2018-06-30,236.663786945788,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.932,2.0,1,0,0,0,0,0,0,0,0,0
2018-07-01,263.897681363429,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-02,191.103060628223,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,1,0
2018-07-03,166.357391348145,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-04,176.796513441915,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-05,218.055711841422,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-06,233.461803865928,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1,0,0,0,0,0,0,0,0,0
2018-07-07,289.921816234279,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,2.0,1,0,0,0,0,0,0,0,0,0
2018-07-08,301.517746301254,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
2018-07-09,260.209070681143,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
2018-07-10,231.022738407076,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,1.0,1,0,0,1,0,0,0,0,0,0
2018-07-11,223.184006745399,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
2018-07-12,225.776865057334,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0
